"","Aardappelengat A5","Aardappelengat A6","Aardappelengat A4","Amer A3","Amer A5","BeerKanaal B1","Beneden Merwede BE 1A","Beneden Merwede BE 2","Beningen BN 6","Beningen BN 5","CalandKanaal CA4","Dordtsche Kil D 1","Dordtsche Kil D 2A","Haringvliet HV 25","Haringvliet HV 26","Haringvliet HV3","Haringvliet HV5","Haringvliet HV7","Haringvliet HV2A","Haringvliet HD-G","Haringvliet HD-H","Haringvliet HD-I","Haringvliet HD-B","Haringvliet HD-C","Haringvliet HD-D","Haringvliet HD-E","Haringvliet HD-F","Hartelkanaal SB-B","Hartelkanaal SB-E","Hitsertse of Vuile Gat VG 5","Hitsertse of Vuile Gat VG 8","Hollands Diep HD 33","Hollands Diep HD 30","Maasmond Maas 5","Maasmond CA2-NW1","Maasmond Maas 4","Maasvlakte-Maasgeul Maas1","Maasvlakte-Maasgeul MV N","Maasvlakte-Maasgeul MV A","Maasvlakte-Maasgeul MVB","Maasvlakte-Maasgeul MVC","Nieuwe Maas NM 23","Nieuwe Maas NM 21","Nieuwe Merwede NM 8","Nieuwe Merwede NM 6","NieuweWaterweg NW3","NieuweWaterweg NW2","NieuweWaterweg NW25","NieuweWaterweg NW8","Noord N4","Noord N2","NoordPampus P8","NoordPampus P7","NoordPampus P6","NoordPampus P1","NoordPampus P4","NoordPampus P9","NoordPampus P10","Noordzee HP-WNB 15A","Oude Maas O 57","Oude Maas O 59","Oude Maas BB A","Oude Maas BB-C","Oude Maas BB-E","Slijkgat HS8","Slijkgat HS6","Slijkgat HS4","Slijkgat HS2","Slijkgat SG7","Slijkgat SG12","Slijkgat SG6","Slijkgat SG2","Spui SP 4","Spui SP 6","Zuid Hollandsch Diep 5","Zuid Hollandsch Diep 3","Goereesesluis ZOUT","Goereesesluis ZOET","Bunker","AMER - ZUIDERGAT","AMER - NOORDERGAT"
"Slijkgat SG6",14787.7637363359,14799.419313404,14149.9319105874,57884.2600508336,58789.0811518227,17490.1183505159,59361.4141389507,58970.8334580432,23540.8765435673,23465.3018002425,18018.5569294429,49410.7278046655,49511.3162997934,25075.1763980509,25432.2572624772,14108.9597004004,14759.2256091974,15471.6365097337,15189.2450973033,9583.26978122516,9662.15261470746,9615.65046645119,9169.90409009364,9252.34124196723,9333.15507715049,9414.73226480972,9505.28450927258,15758.6601508556,16038.5760305874,26474.8166733633,26380.6452969556,46454.8219776403,46234.0637008158,17463.526347891,17933.5403079525,18342.2054106476,16956.2222476521,16691.0019574555,8594.28786540293,10880.75546111,15081.2053739407,44981.7439033082,44499.6606710186,55800.9472781885,55294.1446568952,18180.9866717614,18563.1790506695,19748.6806825245,20125.7669259946,49940.8100962266,49513.7497329477,8100.40987672482,7911.15060687798,7752.9664023839,5591.07579236198,6876.74922131924,8124.6807432798,8272.27282791392,8456.83355196457,51213.6601582424,51363.1847029446,28135.4968373814,28236.7798958484,28327.0117347176,8556.2843747422,8705.27733395089,8869.65109236308,9044.48530729125,975.714224289569,3660.80978320932,0,1986.54515773626,34982.7533946081,34827.1996571795,46499.5022906195,46613.0120658661,8367.39353358529,8951.86662321733,8216.92401018107,55282.5249104326,55759.9058339327
"Slijkgat SG2",16720.6478300981,16739.5722723492,16101.1223314976,59866.4036779391,60771.747847892,18504.8677312429,61336.6716786069,60945.3896390856,25505.9350357066,25430.9250231645,19016.3841738948,51396.9638700429,51497.8412584017,26972.749933113,27340.0107909652,16079.0282738077,16735.554304911,17451.3037211701,17171.711939364,11567.5489657099,11647.8005391817,11602.0626076956,11137.3287955011,11224.6759772305,11309.4206581706,11394.2959533146,11487.5493078733,17166.6517495857,17472.1822436938,28405.3419405421,28319.3987565945,48402.4046703417,48184.0870654057,18400.5933391946,18872.5333227559,19247.942591324,17588.0062682587,17135.9493311633,9126.98279724547,11066.0551013426,15255.7707012947,46881.0420068335,46397.2733729477,57785.3191513484,57277.3936596968,19171.7449950174,19540.2642880647,21157.4251058484,21524.3860675357,51887.0445505568,51456.2092550284,10086.9547056471,9897.61873903653,9725.77268909004,7527.45278268642,8808.3721657131,10104.9449207504,10252.7138837868,9471.17860758762,53189.8169016518,53338.8314866473,30062.3898505907,30163.1167672135,30252.9512403265,10533.2995076917,10687.7830172102,10855.1653637376,11031.0274729661,2740.17215635348,5643.04504925492,1986.54515773626,0,36956.0444867452,36801.6012915253,48441.2762394111,48553.6914428127,10325.4423596834,10905.0263668847,9823.40726230934,57262.7778939849,57740.2746362165
"Spui SP 4",21832.5584684265,21677.2614019982,22009.6239133928,24386.9407860971,25197.9952296631,28842.6782817009,24383.2577835987,23990.2214539635,13838.6085064701,13862.2968724895,28960.1414305203,15506.906391548,15408.5602096661,16075.0550120977,15497.4190018675,21633.2417248232,20867.5074883051,20095.8297090738,20255.9025859101,25591.9206092541,25473.6678932394,25481.3688978211,26265.5339647951,26120.6649232699,25985.1618528685,25852.3607398199,25713.713192453,25186.9751755115,24778.5495609944,13956.0185048528,13557.1999488562,17262.6362113153,16901.7482794229,29651.2885432231,29593.7855620935,29922.6715604134,32605.4058700326,34230.628565789,33634.0246471079,35353.1009743823,36091.5194750292,12398.3928852022,12061.2840308239,22075.6017551318,21755.476842555,29020.3824950343,29137.7631561685,23573.7146793274,23595.4709923085,15392.8167307569,15074.4982021695,26955.754138086,27155.9663251163,27230.6361615816,29459.6584723805,28200.0896212719,27084.2016764685,26938.8464289279,31349.7938528525,16242.5612574351,16388.3394683125,8054.77937485127,7992.32149359231,7933.97264313178,26716.8958151746,26484.108502728,26254.1682674889,26026.9017456174,34425.0931673895,31324.7399074544,34982.7533946081,36956.0444867452,0,235.810145125167,17735.2130866823,17901.2703561074,27125.9229715199,26640.7562173517,28457.2988625803,22114.5911212469,22555.2778385905
"Spui SP 6",21638.6869484486,21484.6845458283,21821.497180969,24450.242861242,25265.5446069313,28796.4247906621,24535.4034482658,24143.8004902677,13619.2933430184,13643.5274513634,28918.2013954702,15572.2260661621,15483.5206709479,15841.5393292153,15263.6506583765,21450.6507333755,20685.9015013015,19914.3503417322,20077.3618766426,25425.4941138946,25308.3337590546,25317.3697135971,26094.1362192433,25950.2356648699,25815.6703049237,25683.8463293076,25546.2215858491,25117.4001430724,24710.0115352588,13721.4724785156,13323.278952416,17195.9940827271,16836.3062107494,29605.1948824324,29551.3590821712,29883.4492361464,32554.6371173017,34176.2009387448,33526.8740296272,35259.2409528126,36023.3527074583,12632.6228976837,12296.2260847446,22144.3825357957,21816.7561207551,28979.76981328,29100.2433177175,23538.7142439054,23564.4342451458,15592.8216644817,15278.8711036299,26794.1315733942,26994.0038842238,27075.8732266052,29309.0593844998,28051.1626590166,26918.0843615365,26772.5573960025,31239.1366592178,16391.3270390831,16538.5838653037,8003.79975417337,7943.85016236739,7887.63848872845,26549.0375850443,26317.9856215946,26089.7300674522,25864.1948067487,34265.4901730298,31168.472305799,34827.1996571795,36801.6012915253,235.810145125167,0,17662.2087311622,17828.0059912917,26954.5815692749,26467.3304588019,28331.8496491831,22163.4832723531,22606.0881103963
"Zuid Hollandsch Diep 5",31722.032600373,31702.0157232304,32352.0031280106,13770.4005531269,14677.301844106,45088.6207387607,21341.5514794052,21202.2122594363,23055.7116930168,23136.8133284171,45307.5745553373,9966.10216210292,10616.4865092151,21667.0842577726,21229.1220828629,32454.5077658044,31868.5889409862,31219.2042113226,31559.2838391676,37079.1974448112,37043.0344140886,37135.4937056802,37353.0131516115,37289.1241170906,37230.7264351253,37176.604234065,37119.3541319931,40907.1367835656,40540.7898558933,20051.5370548502,20122.3381842941,680.917712476603,1012.13463822151,45886.3450482487,45918.8454589038,46317.8510245576,48668.7990564506,50166.6527922711,47754.1880748476,49958.6797214657,51584.107148371,23609.7868952403,23651.3585964403,12686.2685594671,11909.1621058015,45397.8992950714,45584.4762186254,40172.7794450443,40273.4727847894,20519.0262530654,20805.973104601,38630.1660550581,38791.9570480348,39303.5624332808,41617.8752445598,40540.9814499955,38455.8347514124,38311.8564261596,45406.4766137781,16314.815222325,16496.745658869,24949.8086036586,24923.7124837295,24895.878425567,38004.7285292323,37908.7628732328,37809.5122404955,37713.2573033216,45706.0001221837,43014.6283031723,46499.5022906195,48441.2762394111,17735.2130866823,17662.2087311622,0,167.207239904242,38136.2829417775,37548.7723295808,41990.0107820334,11167.4818550437,11587.6843672837
"Zuid Hollandsch Diep 3",31833.8465398599,31814.8356754796,32466.4095796185,13759.9519024709,14664.0295253639,45239.7557075899,21399.7457395874,21263.451109984,23177.1189845928,23258.4032292923,45459.4985063217,10065.5953853356,10718.005785851,21766.7069484403,21331.214424449,32572.2507534392,31988.2057383851,31340.3570023913,31681.332780779,37197.8391353749,37162.3098599822,37255.3303570802,37468.4742057042,37405.2388571781,37347.4602147861,37293.964123753,37237.3610253299,41055.0201276395,40689.0791373035,20160.4019424525,20234.3356144841,818.42513311883,1163.743175475,46037.2675352162,46070.497053801,46470.0224202107,48817.8940560539,50314.4695854054,47887.8851166566,50095.6827780389,51728.0221634586,23762.4096039531,23805.3843168588,12702.6468867058,11923.322508888,45550.0553502983,45737.1731823505,40327.5058185305,40428.8020481472,20647.3918719639,20937.2223371147,38749.1461286995,38910.5441588488,39425.1123690519,41738.7787104474,40663.8454971361,38572.6536680284,38428.783239033,45540.3876664861,16422.6989317983,16604.0199436159,25110.156214885,25084.2542359195,25056.5854766561,38121.2263161043,38026.3536129408,37928.147855316,37832.9338517256,45817.9939352488,43131.1890286424,46613.0120658661,48553.6914428127,17901.2703561074,17828.0059912917,167.207239904242,0,38250.5950509187,37662.7383564813,42121.1681457181,11167.3675964952,11584.1373389888
"Goereesesluis ZOUT",6454.29689206173,6448.94147197785,5784.3053341181,49588.1582188036,50497.7747005101,17017.215724133,51418.6534045084,51038.0000985479,15181.5630293367,15106.9514971203,17557.6539181176,41189.2617476147,41313.4796135048,16802.9423303142,17133.0336355987,5768.16397283726,6454.09931916887,7194.97460743202,6955.45401740292,1720.7489765827,1904.98602484616,2009.94193570309,860.47093374731,1015.7851674055,1178.75271496464,1351.55872231994,1539.72446742241,13387.991005827,13458.5884237265,18128.105636382,18022.7075784607,38088.4266406578,37866.9605978919,17372.2391286989,17769.6736642825,18284.2534081021,18298.6732414021,18822.243224433,12155.4080652043,14900.9332936281,18416.5500606102,37816.031453201,37350.8589378536,47531.0844105562,47009.7772940094,17733.6840513803,18134.5346186904,16825.9837604049,17225.3837889899,42337.7197993217,41948.3186693753,1578.14005786578,1522.10021163043,2642.28049556135,4128.40772381173,3738.4758718784,857.896973193866,847.375559753122,10327.0800937588,43269.9539415862,43426.490702037,20884.5840855049,20989.9588747784,21082.8184104505,701.01833311973,1060.76149595327,1408.70621649767,1757.06818587954,7609.40738106208,4937.38540670697,8367.39353358529,10325.4423596834,27125.9229715199,26954.5815692749,38136.2829417775,38250.5950509187,0,597.406763998693,7106.00263155909,46972.0515501756,47450.1525485227
"Goereesesluis ZOET",5858.95527667374,5856.21535231259,5198.08131562579,49028.8463542254,49939.4075280727,17261.5614783851,50913.5980836326,50534.3071367333,14606.7454381846,14532.6760444367,17798.3845592257,40644.701142124,40772.9336372784,16205.8341852002,16536.7385406497,5208.8925637813,5908.60334225054,6657.26440706674,6431.82359023017,1527.97518744837,1730.25533881583,1882.34646656524,500.511967901177,712.237665626524,912.946276530172,1115.17949943592,1325.48507437594,13530.8221536917,13583.3248572969,17535.9682117662,17433.0145133071,37502.9558499111,37282.4496222656,17639.068484595,18028.6076819342,18546.3045006261,18646.8424923806,19211.0160873091,12662.714925308,15402.6320844266,18868.0998247403,37407.9223069723,36944.9439495631,46977.1354562017,46453.0202836686,17973.9495778428,18373.0040056097,16886.8171888162,17284.8110052746,41877.1770467509,41492.393833234,1928.05692605899,1926.89288399913,3023.37591862308,4681.31242933174,4203.2091796363,1276.90827987685,1203.85085164259,10790.4857235259,42766.3983008507,42923.8346910443,20486.5554570821,20592.2233702668,20685.2194349745,913.295620238079,1191.69110622334,1490.4755576028,1807.35600772015,8183.2144601912,5534.72082733535,8951.86662321733,10905.0263668847,26640.7562173517,26467.3304588019,37548.7723295808,37662.7383564813,597.406763998693,0,7494.98784343704,46409.7531634562,46887.9924341603
"Bunker",11992.5612667716,11858.8400955091,11087.4543356085,52264.7888736902,53138.160127114,10350.5910225545,52724.216295667,52318.0234339979,19141.7916354057,19054.9950548956,10901.4384323754,43539.8998635329,43558.4327733886,21833.3068656085,22023.762126566,10529.67997369,10827.1351270177,11273.0462867368,10870.3629874674,6637.34225771176,6522.13729728729,6332.28974751965,7221.29022146728,7097.05183621129,6982.3509027109,6867.5135645313,6754.46141105518,7684.60519184923,7922.2743970358,22651.6496461329,22415.312720939,41840.9735731892,41576.8805873561,10577.8627948109,11009.8810302768,11501.5369829531,11219.9709566759,11718.3068249518,5872.4326991823,8411.9429351114,11473.8507633946,37523.4072201139,37031.7033073223,50068.4005218006,49633.6693380262,11076.8669182935,11480.8457225157,11633.3472590738,12020.701515648,42870.6215102568,42402.80853261,5567.36657814466,5588.55274762899,4474.01514625584,3930.53478506035,3473.03159001423,6255.77051347948,6301.13588204015,3616.26724068281,44634.3379241951,44769.8047190693,21007.9140090653,21102.3281553508,21187.4691772304,6582.6892527268,6352.28251942867,6149.39219505573,5960.03088202695,8234.05537733165,5637.64946117219,8216.92401018107,9823.40726230934,28457.2988625803,28331.8496491831,41990.0107820334,42121.1681457181,7106.00263155909,7494.98784343704,0,49764.110424883,50233.4338527161
"AMER - ZUIDERGAT",40774.515706993,40707.8659830198,41270.6652086185,2708.58209975544,3645.46376792015,50957.2390617344,11578.5650534292,11592.4236705884,31848.4256222775,31917.5864305336,51072.0135771012,6732.63925073069,7020.50898167367,31401.5855000261,30889.1510480027,41203.8984149898,40530.6565592122,39811.4744260388,40095.0170833202,45703.9774538757,45633.8712805534,45694.0197172502,46141.1671950599,46044.5460263597,45954.7785458287,45868.5106376397,45777.6888684945,47242.2987796339,46839.5037237997,29495.4475955451,29439.8188065683,10761.3635991875,10755.6587650945,51765.8225921936,51706.136320507,52030.4866590983,54718.1180127602,56338.0698395069,55258.8926029719,57171.4622487331,58147.1417900006,21679.0991621774,21950.6239009825,1927.29042587685,1237.88022919868,51130.5514207521,51242.3702210599,45674.2060481853,45684.6839040466,15938.2538228326,16485.3858923872,47213.7401618678,47394.7460510836,47732.7137552497,50052.4207047885,48875.2659880899,47158.1263513156,47010.4442586316,52927.0884193288,10653.3049851283,10735.0479222669,30166.9582732605,30105.9774963561,30048.341259801,46730.1322292771,46577.8005672581,46423.7517103313,46271.849168779,54573.3914235593,51673.559836482,55282.5249104326,57262.7778939849,22114.5911212469,22163.4832723531,11167.4818550437,11167.3675964952,46972.0515501756,46409.7531634562,49764.110424883,0,479.249315529725
"AMER - NOORDERGAT",41253.5739526851,41186.8327620891,41749.3818434973,2240.8907039383,3176.88069891579,51397.2403082516,11422.0537776654,11453.2160959218,32327.3802918701,32396.5109308171,51509.9921234797,7140.97044610103,7405.68212273348,31878.7032858597,31366.6717510754,41682.0093904161,41008.4335328304,40288.9800452042,40572.1937026348,46181.1017983848,46110.8040407266,46170.751610741,46619.1044524471,46522.3347462225,46432.418206099,46345.9906140469,46254.9951905169,47692.0048567035,47288.7493729925,29973.8512954326,29918.6369443221,11192.4073313352,11193.5452802375,52205.7288007662,52144.3115361602,52467.098494992,55160.2072607288,56781.9279361127,55724.024647693,57632.2511676521,58597.4650501182,21948.9238047962,22227.9424443934,1822.24777572542,1288.03998322613,51567.8960936596,51678.2200102164,46109.5072673644,46118.2183039688,16127.771837161,16683.4358940893,47690.4891794007,47871.5973123551,48208.3760132266,50527.8895361228,49350.0836991903,47635.5653621892,47487.8742005991,53392.8345506886,10846.3360897549,10920.6614789417,30608.8520507818,30547.337762063,30489.2502237061,47207.7233683782,47055.1023289471,46900.7536201593,46748.5276296116,55051.2508942151,52150.4274332309,55759.9058339327,57740.2746362165,22555.2778385905,22606.0881103963,11587.6843672837,11584.1373389888,47450.1525485227,46887.9924341603,50233.4338527161,479.249315529725,0
